viral_acc	virus_name	report_host	gcfs	host_name	assembly_level
NC_024361	Streptococcus phage DCC1738	Streptococcus pneumoniae isolate DCC1738	['GCF_022558605.1', 'GCF_930986525.1', 'GCF_022318545.1', 'GCF_022318525.1', 'GCF_022318505.1', 'GCF_022318485.1', 'GCF_022318465.1', 'GCF_022318445.1', 'GCF_022318425.1', 'GCF_022318405.1', 'GCF_022318385.1', 'GCF_022075745.1', 'GCF_022075645.1', 'GCF_022075545.1', 'GCF_022070565.1', 'GCF_022070545.1', 'GCF_022070505.1', 'GCF_022070485.1', 'GCF_022070465.1', 'GCF_022070425.1', 'GCF_022070225.1', 'GCF_022070005.1', 'GCF_022069905.1', 'GCF_022069785.1', 'GCF_022069645.1', 'GCF_022069545.1', 'GCF_022069505.1', 'GCF_022069485.1', 'GCF_022069445.1', 'GCF_022069325.1', 'GCF_022069205.1', 'GCF_022069085.1', 'GCF_022069005.1', 'GCF_022068885.1', 'GCF_022068765.1', 'GCF_022068645.1', 'GCF_022068525.1', 'GCF_022068405.1', 'GCF_022068285.1', 'GCF_022068265.1', 'GCF_022068245.1', 'GCF_022068225.1', 'GCF_021398285.1', 'GCF_021398265.1', 'GCF_021398235.1', 'GCF_020097335.1', 'GCF_020008085.1', 'GCF_019915285.1', 'GCF_019456615.1', 'GCF_019454385.1', 'GCF_018336875.1', 'GCF_017569245.1', 'GCF_015840115.1', 'GCF_015839915.1', 'GCF_015839775.1', 'GCF_015839575.1', 'GCF_015839415.1', 'GCF_015839235.1', 'GCF_015839035.1', 'GCF_015838875.1', 'GCF_900622505.2', 'GCF_013047165.1', 'GCF_011694695.1', 'GCF_009664475.1', 'GCF_003967155.2', 'GCF_008253725.1', 'GCF_004331935.1', 'GCF_900795205.1', 'GCF_900693075.1', 'GCF_900693055.1', 'GCF_900693025.1', 'GCF_900692935.1', 'GCF_004291255.1', 'GCF_900618585.1', 'GCF_900618575.1', 'GCF_900618555.1', 'GCF_900618545.1', 'GCF_003994915.1', 'GCF_003967155.1', 'GCF_003966525.1', 'GCF_003966505.1', 'GCF_003966485.1', 'GCF_900636585.1', 'GCF_003609935.1', 'GCF_003354825.1', 'GCF_003351725.1', 'GCF_003351705.1', 'GCF_003351645.1', 'GCF_003351525.1', 'GCF_900475805.1', 'GCF_900475305.1', 'GCF_900475515.1', 'GCF_900476475.1', 'GCF_900476465.1', 'GCF_900476455.1', 'GCF_900476445.1', 'GCF_900476505.1', 'GCF_000014365.2', 'GCF_003003495.1', 'GCF_002947575.1', 'GCF_002843545.1', 'GCF_002813955.1', 'GCF_002813535.1', 'GCF_002357995.1', 'GCF_001902455.1', 'GCF_001896085.1', 'GCF_001896065.1', 'GCF_001896045.1', 'GCF_001457635.1', 'GCF_000251085.2', 'GCF_001255215.1', 'GCF_000817005.1', 'GCF_000211055.1', 'GCF_000211035.1', 'GCF_000211015.1', 'GCF_000210995.1', 'GCF_000211095.1', 'GCF_000211075.1', 'GCF_000299015.1', 'GCF_000180515.1', 'GCF_000251085.1', 'GCF_000210935.1', 'GCF_000210955.1', 'GCF_000210975.1', 'GCF_000147095.1', 'GCF_000146975.1', 'GCF_000196595.1', 'GCF_000026665.1', 'GCF_000019985.1', 'GCF_000019825.1', 'GCF_000019265.1', 'GCF_000019025.1', 'GCF_000019005.1', 'GCF_000018985.1', 'GCF_000018965.1', 'GCF_000014365.1', 'GCF_000007045.1', 'GCF_000006885.1', 'GCA_000211055.1', 'GCA_000211035.1']	Streptococcus pneumoniae	complete
NC_024370	Streptococcus phage IC1	Streptococcus pneumoniae isolate 9908+13028	['GCF_022558605.1', 'GCF_930986525.1', 'GCF_022318545.1', 'GCF_022318525.1', 'GCF_022318505.1', 'GCF_022318485.1', 'GCF_022318465.1', 'GCF_022318445.1', 'GCF_022318425.1', 'GCF_022318405.1', 'GCF_022318385.1', 'GCF_022075745.1', 'GCF_022075645.1', 'GCF_022075545.1', 'GCF_022070565.1', 'GCF_022070545.1', 'GCF_022070505.1', 'GCF_022070485.1', 'GCF_022070465.1', 'GCF_022070425.1', 'GCF_022070225.1', 'GCF_022070005.1', 'GCF_022069905.1', 'GCF_022069785.1', 'GCF_022069645.1', 'GCF_022069545.1', 'GCF_022069505.1', 'GCF_022069485.1', 'GCF_022069445.1', 'GCF_022069325.1', 'GCF_022069205.1', 'GCF_022069085.1', 'GCF_022069005.1', 'GCF_022068885.1', 'GCF_022068765.1', 'GCF_022068645.1', 'GCF_022068525.1', 'GCF_022068405.1', 'GCF_022068285.1', 'GCF_022068265.1', 'GCF_022068245.1', 'GCF_022068225.1', 'GCF_021398285.1', 'GCF_021398265.1', 'GCF_021398235.1', 'GCF_020097335.1', 'GCF_020008085.1', 'GCF_019915285.1', 'GCF_019456615.1', 'GCF_019454385.1', 'GCF_018336875.1', 'GCF_017569245.1', 'GCF_015840115.1', 'GCF_015839915.1', 'GCF_015839775.1', 'GCF_015839575.1', 'GCF_015839415.1', 'GCF_015839235.1', 'GCF_015839035.1', 'GCF_015838875.1', 'GCF_900622505.2', 'GCF_013047165.1', 'GCF_011694695.1', 'GCF_009664475.1', 'GCF_003967155.2', 'GCF_008253725.1', 'GCF_004331935.1', 'GCF_900795205.1', 'GCF_900693075.1', 'GCF_900693055.1', 'GCF_900693025.1', 'GCF_900692935.1', 'GCF_004291255.1', 'GCF_900618585.1', 'GCF_900618575.1', 'GCF_900618555.1', 'GCF_900618545.1', 'GCF_003994915.1', 'GCF_003967155.1', 'GCF_003966525.1', 'GCF_003966505.1', 'GCF_003966485.1', 'GCF_900636585.1', 'GCF_003609935.1', 'GCF_003354825.1', 'GCF_003351725.1', 'GCF_003351705.1', 'GCF_003351645.1', 'GCF_003351525.1', 'GCF_900475805.1', 'GCF_900475305.1', 'GCF_900475515.1', 'GCF_900476475.1', 'GCF_900476465.1', 'GCF_900476455.1', 'GCF_900476445.1', 'GCF_900476505.1', 'GCF_000014365.2', 'GCF_003003495.1', 'GCF_002947575.1', 'GCF_002843545.1', 'GCF_002813955.1', 'GCF_002813535.1', 'GCF_002357995.1', 'GCF_001902455.1', 'GCF_001896085.1', 'GCF_001896065.1', 'GCF_001896045.1', 'GCF_001457635.1', 'GCF_000251085.2', 'GCF_001255215.1', 'GCF_000817005.1', 'GCF_000211055.1', 'GCF_000211035.1', 'GCF_000211015.1', 'GCF_000210995.1', 'GCF_000211095.1', 'GCF_000211075.1', 'GCF_000299015.1', 'GCF_000180515.1', 'GCF_000251085.1', 'GCF_000210935.1', 'GCF_000210955.1', 'GCF_000210975.1', 'GCF_000147095.1', 'GCF_000146975.1', 'GCF_000196595.1', 'GCF_000026665.1', 'GCF_000019985.1', 'GCF_000019825.1', 'GCF_000019265.1', 'GCF_000019025.1', 'GCF_000019005.1', 'GCF_000018985.1', 'GCF_000018965.1', 'GCF_000014365.1', 'GCF_000007045.1', 'GCF_000006885.1', 'GCA_000211055.1', 'GCA_000211035.1']	Streptococcus pneumoniae	complete
NC_022791	Streptococcus phage phiBHN167	Streptococcus pneumoniae BHN167	['GCF_022558605.1', 'GCF_930986525.1', 'GCF_022318545.1', 'GCF_022318525.1', 'GCF_022318505.1', 'GCF_022318485.1', 'GCF_022318465.1', 'GCF_022318445.1', 'GCF_022318425.1', 'GCF_022318405.1', 'GCF_022318385.1', 'GCF_022075745.1', 'GCF_022075645.1', 'GCF_022075545.1', 'GCF_022070565.1', 'GCF_022070545.1', 'GCF_022070505.1', 'GCF_022070485.1', 'GCF_022070465.1', 'GCF_022070425.1', 'GCF_022070225.1', 'GCF_022070005.1', 'GCF_022069905.1', 'GCF_022069785.1', 'GCF_022069645.1', 'GCF_022069545.1', 'GCF_022069505.1', 'GCF_022069485.1', 'GCF_022069445.1', 'GCF_022069325.1', 'GCF_022069205.1', 'GCF_022069085.1', 'GCF_022069005.1', 'GCF_022068885.1', 'GCF_022068765.1', 'GCF_022068645.1', 'GCF_022068525.1', 'GCF_022068405.1', 'GCF_022068285.1', 'GCF_022068265.1', 'GCF_022068245.1', 'GCF_022068225.1', 'GCF_021398285.1', 'GCF_021398265.1', 'GCF_021398235.1', 'GCF_020097335.1', 'GCF_020008085.1', 'GCF_019915285.1', 'GCF_019456615.1', 'GCF_019454385.1', 'GCF_018336875.1', 'GCF_017569245.1', 'GCF_015840115.1', 'GCF_015839915.1', 'GCF_015839775.1', 'GCF_015839575.1', 'GCF_015839415.1', 'GCF_015839235.1', 'GCF_015839035.1', 'GCF_015838875.1', 'GCF_900622505.2', 'GCF_013047165.1', 'GCF_011694695.1', 'GCF_009664475.1', 'GCF_003967155.2', 'GCF_008253725.1', 'GCF_004331935.1', 'GCF_900795205.1', 'GCF_900693075.1', 'GCF_900693055.1', 'GCF_900693025.1', 'GCF_900692935.1', 'GCF_004291255.1', 'GCF_900618585.1', 'GCF_900618575.1', 'GCF_900618555.1', 'GCF_900618545.1', 'GCF_003994915.1', 'GCF_003967155.1', 'GCF_003966525.1', 'GCF_003966505.1', 'GCF_003966485.1', 'GCF_900636585.1', 'GCF_003609935.1', 'GCF_003354825.1', 'GCF_003351725.1', 'GCF_003351705.1', 'GCF_003351645.1', 'GCF_003351525.1', 'GCF_900475805.1', 'GCF_900475305.1', 'GCF_900475515.1', 'GCF_900476475.1', 'GCF_900476465.1', 'GCF_900476455.1', 'GCF_900476445.1', 'GCF_900476505.1', 'GCF_000014365.2', 'GCF_003003495.1', 'GCF_002947575.1', 'GCF_002843545.1', 'GCF_002813955.1', 'GCF_002813535.1', 'GCF_002357995.1', 'GCF_001902455.1', 'GCF_001896085.1', 'GCF_001896065.1', 'GCF_001896045.1', 'GCF_001457635.1', 'GCF_000251085.2', 'GCF_001255215.1', 'GCF_000817005.1', 'GCF_000211055.1', 'GCF_000211035.1', 'GCF_000211015.1', 'GCF_000210995.1', 'GCF_000211095.1', 'GCF_000211075.1', 'GCF_000299015.1', 'GCF_000180515.1', 'GCF_000251085.1', 'GCF_000210935.1', 'GCF_000210955.1', 'GCF_000210975.1', 'GCF_000147095.1', 'GCF_000146975.1', 'GCF_000196595.1', 'GCF_000026665.1', 'GCF_000019985.1', 'GCF_000019825.1', 'GCF_000019265.1', 'GCF_000019025.1', 'GCF_000019005.1', 'GCF_000018985.1', 'GCF_000018965.1', 'GCF_000014365.1', 'GCF_000007045.1', 'GCF_000006885.1', 'GCA_000211055.1', 'GCA_000211035.1']	Streptococcus pneumoniae	complete
NC_021868	Streptococcus phage SPQS1	Streptococcus pneumoniae D39	['GCF_000014365.2', 'GCF_000014365.1']	Streptococcus pneumoniae D39	complete
NC_028904	Streptomyces phage Amela	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1']	Streptomyces venezuelae ATCC 10712	complete
NC_041860	Streptomyces phage Danzina	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1']	Streptomyces venezuelae ATCC 10712	complete
NC_028827	Streptomyces phage Lannister	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1']	Streptomyces venezuelae ATCC 10712	complete
NC_029005	Streptomyces phage phiSAJS1	Streptomyces avermitilis ATCC 31267	['GCF_000009765.2']	Streptomyces avermitilis ATCC 31267	represent
NC_019414	Streptomyces phage R4	Streptomyces coelicolor A3(2)	['GCF_013317105.1', 'GCF_008931305.1', 'GCF_000203835.1', 'GCA_021654815.1']	Streptomyces coelicolor	complete
NC_012696	Sulfitobacter phage EE36phi1	Sulfitobacter sp. EE-36	['GCF_013347125.1', 'GCF_001886735.1']	Sulfitobacter	represent
NC_027299	Sulfitobacter phage NYA-2014a	Sulfitobacter sp. CB2047	['GCF_000735125.2']	Sulfitobacter sp. CB2047	complete
NC_020858	Sulfitobacter phage pCB2047-A	Sulfitobacter sp. CB2047	['GCF_000735125.2']	Sulfitobacter sp. CB2047	complete
NC_020856	Sulfitobacter phage pCB2047-C	Sulfitobacter sp. CB2047	['GCF_000735125.2']	Sulfitobacter sp. CB2047	complete
NC_020862	Sulfitobacter phage phiCB2047-B	Sulfitobacter sp. CB2047	['GCF_000735125.2']	Sulfitobacter sp. CB2047	complete
NC_023587	Synechococcus phage ACG-2014h	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_020837	Synechococcus phage S-CAM1	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_021530	Synechococcus phage S-CAM8	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_025456	Synechococcus phage S-CBP1	Synechococcus sp. CB0101	['GCF_000179235.2']	Synechococcus sp. CB0101	complete
NC_025461	Synechococcus phage S-CBP3	Synechococcus sp. CB0101	['GCF_000179235.2']	Synechococcus sp. CB0101	complete
NC_025464	Synechococcus phage S-CBP4	Synechococcus sp. CB0101	['GCF_000179235.2']	Synechococcus sp. CB0101	complete
NC_029031	Synechococcus phage S-CBP42	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_016766	Synechococcus phage S-CBS4	Synechococcus sp. CB0101	['GCF_000179235.2']	Synechococcus sp. CB0101	complete
NC_021536	Synechococcus phage S-IOM18	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_023584	Synechococcus phage S-MbCM100	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_006820	Synechococcus phage S-PM2	Synechococcus sp. SynWH7803	['GCF_003957805.1']	Synechococcus	represent
NC_020859	Synechococcus phage S-RIM2 R1_1999	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_020486	Synechococcus phage S-RIM8 A.HR1	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_020867	Synechococcus phage S-RIP1	Synechococcus sp. WH8101	['GCF_003957805.1']	Synechococcus	represent
NC_020838	Synechococcus phage S-RIP2	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_015281	Synechococcus phage S-ShM2	Synechococcus sp. WH8102	['GCF_003957805.1']	Synechococcus	represent
NC_020851	Synechococcus phage S-SKS1	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_015289	Synechococcus phage S-SSM5	Synechococcus sp. WH8102	['GCF_003957805.1']	Synechococcus	represent
NC_015287	Synechococcus phage S-SSM7	Synechococcus sp. WH8109	['GCF_000161795.2']	Synechococcus sp. WH8109	complete
NC_015286	Synechococcus phage Syn19	Synechococcus sp. WH8109	['GCF_000161795.2']	Synechococcus sp. WH8109	complete
NC_003390	Synechococcus virus P60	Synechococcus sp. WH7805	['GCF_003957805.1']	Synechococcus	represent
NC_009531	Synechococcus virus Syn5	Synechococcus sp. WH 8109	['GCF_000161795.2']	Synechococcus sp. WH 8109	complete
NC_015937	Thermus phage TMA	Thermus thermophilus HB27	['GCF_000008125.1']	Thermus thermophilus HB27	complete
NC_042094	Vibrio phage Ceto	Vibrio harveyi BAA-1116	['GCF_000770115.1']	Vibrio harveyi	represent
NC_029057	Vibrio phage qdvp001	Vibrio parahaemolyticus ATCC 17802	['GCF_000196095.1']	Vibrio parahaemolyticus ATCC 17802	represent
NC_016567	Vibrio phage SIO-2	Vibrio sp. SWAT-3	['GCF_019977755.1', 'GCF_019670485.1', 'GCF_001995825.2', 'GCF_014879975.1', 'GCF_014083925.1', 'GCF_009601765.2', 'GCF_011064285.1', 'GCF_010587385.1', 'GCF_009938185.1', 'GCF_009938225.1', 'GCF_009763765.1', 'GCF_009363415.1', 'GCF_008369605.1', 'GCF_006364355.1', 'GCF_005144905.1', 'GCF_002157735.2', 'GCF_003716875.1', 'GCF_002218045.2', 'GCF_001558415.2', 'GCF_002906475.1', 'GCF_002887615.1', 'GCF_900233005.1', 'GCF_002257545.1', 'GCF_002214395.1', 'GCF_002204915.1', 'GCF_002196515.1', 'GCF_002021755.1', 'GCF_001456255.1', 'GCF_000770115.1', 'GCF_001547935.1', 'GCF_000772105.1', 'GCF_000196095.1', 'GCF_000091465.1', 'GCF_000024825.1']	Vibrio	represent
NC_042095	Vibrio phage Thalassa	Vibrio harveyi BAA-1116	['GCF_000770115.1']	Vibrio harveyi	represent
NC_028829	Vibrio phage ValKK3	Vibrio alginolyticus ATCC 17749	['GCF_000354175.2']	Vibrio alginolyticus ATCC 17749	complete
NC_001271	Yersinia phage phiYeO3-12	Yersinia enterocolitica (type O:3)	['GCF_016727905.1', 'GCF_016727765.1', 'GCF_901472495.1', 'GCF_004368055.1', 'GCF_900637005.1', 'GCF_900635745.1', 'GCF_000597945.1', 'GCF_001708655.1', 'GCF_001708635.1', 'GCF_001708615.1', 'GCF_001708595.1', 'GCF_001708575.1', 'GCF_001708555.1', 'GCF_001304755.1', 'GCF_001305635.1', 'GCF_000987925.1', 'GCF_000968115.1', 'GCF_000834735.1', 'GCF_000834195.1', 'GCF_000253175.1', 'GCF_000192105.1', 'GCF_000009345.1', 'GCA_000597945.1']	Yersinia enterocolitica	complete
NC_028655	Yersinia phage vB_YenP_AP10	Yersinia enterocolitica 6471/76-c serotype O:3	['GCF_016727905.1', 'GCF_016727765.1', 'GCF_901472495.1', 'GCF_004368055.1', 'GCF_900637005.1', 'GCF_900635745.1', 'GCF_000597945.1', 'GCF_001708655.1', 'GCF_001708635.1', 'GCF_001708615.1', 'GCF_001708595.1', 'GCF_001708575.1', 'GCF_001708555.1', 'GCF_001304755.1', 'GCF_001305635.1', 'GCF_000987925.1', 'GCF_000968115.1', 'GCF_000834735.1', 'GCF_000834195.1', 'GCF_000253175.1', 'GCF_000192105.1', 'GCF_000009345.1', 'GCA_000597945.1']	Yersinia enterocolitica	complete
NC_021336	Bacillus phage MG-B1	Bacillus weihenstephanensis MG1	['GCF_018739485.1']	Bacillus weihenstephanensis	represent
EF108464	Escherichia virus MS2	Escherichia coli HS	['GCF_000017765.1']	Escherichia coli HS	complete
HQ316603	Cyanophage S-SSM6b	Synechococcus sp. WH 8109	['GCF_000161795.2']	Synechococcus sp. WH 8109	complete
HQ317290	Synechococcus phage S-RIM2 R21_2007	Synechococcus sp. WH 7803	['GCF_000063505.1']	Synechococcus sp. WH 7803	complete
HQ317291	Synechococcus phage S-RIM2 R9_2006	Synechococcus sp. WH 7803	['GCF_000063505.1']	Synechococcus sp. WH 7803	complete
HQ317385	Synechococcus phage S-RIM8 A.HR5	Synechococcus sp. WH 7803	['GCF_000063505.1']	Synechococcus sp. WH 7803	complete
HQ317391	Cyanophage S-SSM6a	Synechococcus sp. WH 8109	['GCF_000161795.2']	Synechococcus sp. WH 8109	complete
JF773396	Liberibacter phage FP2	Candidatus Liberibacter asiaticus str. psy62	['GCF_000023765.2', 'GCF_000023765.1']	Candidatus Liberibacter asiaticus str. psy62	complete
JF974289	Synechococcus phage S-RIM8 A.HR3	Synechococcus sp. WH 7803	['GCF_000063505.1']	Synechococcus sp. WH 7803	complete
JF974292	Cyanophage S-SSM2	Synechococcus sp. WH 8102	['GCF_000195975.1']	Synechococcus sp. WH 8102	represent
JF974293	Synechococcus phage KBS-M-1A	Synechococcus sp. WH 7803	['GCF_000063505.1']	Synechococcus sp. WH 7803	complete
KC821625	Cellulophaga phage phi13:1	Cellulophaga baltica 13	['GCF_000468615.2']	Cellulophaga baltica	represent
KC821627	Cellulophaga phage phi18:2	Cellulophaga baltica 18	['GCF_000468615.2']	Cellulophaga baltica 18	represent
KC821628	Cellulophaga phage phi18:4	Cellulophaga baltica 18	['GCF_000468615.2']	Cellulophaga baltica 18	represent
KJ194581	Mycobacterium phage Audrey	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KJ194584	Mycobacterium phage Heathcliff	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KJ803031	Dinoroseobacter phage vBDshPR2C	Dinoroseobacter shibae DFL 12 = DSM 16493	['GCF_000018145.1']	Dinoroseobacter shibae DFL 12 = DSM 16493	represent
KP027202	Mycobacterium phage Taurus	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
NC_042347	Sulfolobus ellipsoid virus 1	Sulfolobus sp. A20	['GCF_001719125.1']	Sulfolobus sp. A20	complete
AB746912	Nitratiruptor phage NrS-1	Nitratiruptor sp. SB155-2	['GCF_000010325.1']	Nitratiruptor sp. SB155-2	complete
AJ748296	Sulfolobus islandicus rudivirus 1 variant XX	Sulfolobus islandicus LAL14/1	['GCF_000364745.1']	Sulfolobus islandicus LAL14/1	complete
CP000711	Enterobacteria phage CUS-3	Escherichia coli RS218	['GCF_000800845.1']	Escherichia coli RS218	complete
CP008753	Burkholderia phage BEK	Burkholderia pseudomallei 9	['GCF_000756125.1']	Burkholderia pseudomallei	represent
DQ289556	Bacillus phage Gamma isolate d'Herelle	Bacillus cereus ATCC 4342	['GCF_000832845.1']	Bacillus cereus ATCC 4342	complete
FJ168660	Mycobacterium phage Butterscotch	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
FJ174694	Mycobacterium phage Chah	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
FR725450	Nitrososphaera phage Pro-Nvie1	Nitrososphaera viennensis EN76	['GCF_000698785.1']	Nitrososphaera viennensis EN76	represent
GQ303261	Mycobacterium phage Hope	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
GQ303262	Mycobacterium phage LRRHood	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
GQ303264	Mycobacterium phage Puhltonio	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
GU247133	Mycobacterium phage Fang	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
GU247134	Mycobacterium phage Scoot17C	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
HG793132	Burkholderia phage Bp-AMP1	Burkholderia pseudomallei K96243	['GCF_000959285.1', 'GCF_000011545.1']	Burkholderia pseudomallei K96243	complete
HG796219	Burkholderia phage Bp-AMP2	Burkholderia pseudomallei K96243	['GCF_000959285.1', 'GCF_000011545.1']	Burkholderia pseudomallei K96243	complete
HG796220	Burkholderia phage Bp-AMP3	Burkholderia pseudomallei K96243	['GCF_000959285.1', 'GCF_000011545.1']	Burkholderia pseudomallei K96243	complete
HG796221	Burkholderia phage Bp-AMP4	Burkholderia pseudomallei K96243	['GCF_000959285.1', 'GCF_000011545.1']	Burkholderia pseudomallei K96243	complete
HM152765	Mycobacterium phage Island3	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
HM152766	Mycobacterium phage Eagle	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
HQ634176	Cyanophage P-RSM3	Prochlorococcus marinus str. NATL2A	['GCF_000012465.1']	Prochlorococcus marinus str. NATL2A	complete
JF792674	Mycobacterium phage Shaka	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JF937092	Mycobacterium phage DaVinci	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JF937095	Mycobacterium phage Harvey	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JF937096	Mycobacterium phage Henry	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JF937097	Mycobacterium phage Hertubise	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JF937107	Mycobacterium phage SirHarley	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JF937109	Mycobacterium phage Yoshand	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JF957056	Mycobacterium phage Thora	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN006062	Mycobacterium phage Rakim	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN006063	Mycobacterium phage Serendipity	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN083853	Mycobacterium phage Airmid	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN243856	Mycobacterium phage MeeZee	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN391441	Mycobacterium phage Elph10	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN561150	Mycobacterium phage TiroTheta9	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN600672	Mycobacterium phage Fezzik	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN618996	Mycobacterium phage Arbiter	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN638752	Mycobacterium phage Murdoc	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN638753	Mycobacterium phage Morgushi	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN698990	Mycobacterium phage IsaacEli	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN698991	Mycobacterium phage Hedgerow	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
