find_name	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Streptococcus mutans	GCF_009738105.1	Represent	Complete Genome	1309	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans;t__
Streptococcus pneumoniae	GCF_002076835.1	Represent	Chromosome	1313	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;t__
Streptococcus agalactiae	GCF_001552035.1	Represent	Complete Genome	1311	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae;t__
Streptococcus equi	GCF_015689455.1	Represent	Complete Genome	1336	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equi;t__
Streptococcus oralis	GCF_900637025.1	Represent	Complete Genome	1303	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis;t__
Streptococcus gordonii	GCF_901544385.1	Represent	Complete Genome	1302	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii;t__
Streptococcus suis	GCF_000026745.1	Represent	Complete Genome	1307	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__
Streptococcus dysgalactiae	GCF_014192895.1	Represent	Complete Genome	1334	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae;t__
Streptococcus dysgalactiae subsp. equisimilis	GCF_014192895.1	Represent	Complete Genome	119602	subspecies	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae;t__Streptococcus dysgalactiae subsp. equisimilis
Streptococcus suis D12	GCF_000231905.1	Unreference	Complete Genome	1004952	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__Streptococcus suis D12
Streptococcus suis SS12	GCF_000231865.1	Unreference	Complete Genome	1005041	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__Streptococcus suis SS12
Streptococcus suis ST1	GCF_000231925.1	Unreference	Complete Genome	1004951	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__Streptococcus suis ST1
Streptococcus mitis	GCF_019047825.1	Unreference	Complete Genome	28037	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis;t__
Streptococcus pneumoniae D39	GCF_000014365.2	Unreference	Complete Genome	373153	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;t__Streptococcus pneumoniae D39
Streptococcus parauberis	GCF_002900385.1	Represent	Complete Genome	1348	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parauberis;t__
Streptococcus salivarius 57.I	GCF_000305335.2	Unreference	Complete Genome	1046629	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius;t__Streptococcus salivarius 57.I
Streptomyces griseus	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces lividans	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces venezuelae ATCC 10712	GCF_008639165.1	Unreference	Complete Genome	953739	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712
Streptomyces griseofuscus	GCF_014673495.1	Unreference	Complete Genome	146922	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseofuscus;t__
Streptomyces platensis	GCF_008704855.1	Represent	Complete Genome	58346	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces platensis;t__
Streptomyces coelicolor	GCF_013317105.1	Unreference	Complete Genome	1902	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__
Streptomyces scabiei	GCF_000091305.1	Represent	Complete Genome	1930	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces scabiei;t__
Streptomyces griseus subsp. griseus	GCF_000010605.1	Represent	Complete Genome	67263	subspecies	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__Streptomyces griseus subsp. griseus
Kitasatospora aureofaciens	GCF_002082605.1	Unreference	Complete Genome	1894	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora aureofaciens;t__
Streptomyces coelicolor A3(2)	GCF_008931305.1	Unreference	Complete Genome	100226	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__Streptomyces coelicolor A3(2)
Streptomyces avermitilis	GCF_000009765.2	Represent	Complete Genome	33903	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces avermitilis;t__
Streptomyces venezuelae	GCF_001886595.1	Represent	Complete Genome	54571	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__
Sulfitobacter sp. CB2047	GCF_000735125.2	Unreference	Complete Genome	1525218	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__
Sulfolobus sp. A20	GCF_001719125.1	Unreference	Complete Genome	1891280	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus sp. A20;t__
Saccharolobus shibatae	GCF_019175345.1	Represent	Complete Genome	2286	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus shibatae;t__
Sulfolobus islandicus	GCF_000024305.1	Represent	Chromosome	43080	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__
Sulfolobus islandicus LAL14/1	GCF_000364745.1	Unreference	Complete Genome	1241935	strain	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__Sulfolobus islandicus LAL14/1
Saccharolobus solfataricus P2	GCF_000007005.1	Unreference	Complete Genome	273057	strain	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus;t__Saccharolobus solfataricus P2
Saccharolobus solfataricus	GCF_003852155.1	Represent	Complete Genome	2287	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus;t__
Parasynechococcus marenigrum WH 8102	GCF_000195975.1	Represent	Complete Genome	84588	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Parasynechococcus;s__Parasynechococcus marenigrum;t__Parasynechococcus marenigrum WH 8102
Synechococcus sp. CB0101	GCF_000179235.2	Unreference	Complete Genome	232348	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. CB0101;t__
Synechococcus sp. CBW1002	GCF_015840915.1	Unreference	Complete Genome	1353134	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. CBW1002;t__
Tenacibaculum maritimum	GCF_004803875.1	Represent	Complete Genome	107401	species	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum maritimum;t__
Thermoanaerobacterium saccharolyticum JW/SL-YS485	GCF_000307585.2	Represent	Complete Genome	1094508	strain	k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family III. Incertae Sedis;g__Thermoanaerobacterium;s__Thermoanaerobacterium saccharolyticum;t__Thermoanaerobacterium saccharolyticum JW/SL-YS485
Geobacillus kaustophilus NBRC 102445	GCF_005160065.1	Unreference	Complete Genome	1220595	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus kaustophilus;t__Geobacillus kaustophilus NBRC 102445
Thermus thermophilus HB8	GCF_000091545.1	Represent	Complete Genome	300852	strain	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus;t__Thermus thermophilus HB8
Thermus thermophilus HB27	GCF_000008125.1	Unreference	Complete Genome	262724	strain	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus;t__Thermus thermophilus HB27
Thermus thermophilus	GCF_000091545.1	Represent	Complete Genome	274	species	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus;t__
Tsukamurella paurometabola	GCF_000092225.1	Represent	Complete Genome	2061	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Tsukamurellaceae;g__Tsukamurella;s__Tsukamurella paurometabola;t__
Vibrio harveyi	GCF_000770115.1	Represent	Complete Genome	669	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio harveyi;t__
Vibrio cyclitrophicus	GCF_005144905.1	Represent	Complete Genome	47951	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio cyclitrophicus;t__
Vibrio splendidus	GCF_003345295.1	Unreference	Complete Genome	29497	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus;t__
Vibrio breoganii	GCF_001677275.1	Unreference	Complete Genome	553239	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio breoganii;t__
Vibrio alginolyticus	GCF_022343205.1	Unreference	Complete Genome	663	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio alginolyticus;t__
Vibrio campbellii	GCF_002906475.1	Represent	Complete Genome	680	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio campbellii;t__
Vibrio campbellii ATCC BAA-1116	GCF_000464435.1	Unreference	Complete Genome	2902295	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio campbellii;t__Vibrio campbellii ATCC BAA-1116
Vibrio anguillarum	GCF_003390675.1	Represent	Chromosome	55601	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum;t__
Aliivibrio fischeri	GCF_000011805.1	Unreference	Complete Genome	668	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio fischeri;t__
Vibrio parahaemolyticus	GCF_000196095.1	Represent	Complete Genome	670	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus;t__
Vibrio cholerae O1	GCF_013085165.1	Unreference	Complete Genome	127906	serogroup	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae;t__
Vibrio natriegens	GCF_001456255.1	Represent	Complete Genome	691	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio natriegens;t__
Vibrio owensii	GCF_002021755.1	Represent	Complete Genome	696485	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio owensii;t__
Vibrio vulnificus	GCF_002204915.1	Represent	Complete Genome	672	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio vulnificus;t__
Vibrio coralliilyticus	GCF_000967465.2	Represent	Chromosome	190893	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliilyticus;t__
Vibrio alginolyticus NBRC 15630 = ATCC 17749	GCF_000354175.2	Unreference	Complete Genome	1219076	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio alginolyticus;t__Vibrio alginolyticus NBRC 15630 = ATCC 17749
Vibrio parahaemolyticus RIMD 2210633	GCF_000196095.1	Represent	Complete Genome	223926	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus;t__Vibrio parahaemolyticus RIMD 2210633
Weissella cibaria	GCF_001951095.1	Represent	Complete Genome	137591	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria;t__
Xanthomonas citri	GCF_000961215.1	Represent	Complete Genome	346	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas citri;t__
Xanthomonas campestris	GCF_013388375.1	Represent	Complete Genome	339	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris;t__
Xanthomonas arboricola pv. juglandis	GCF_905367715.1	Represent	Complete Genome	195709	no rank	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas arboricola;t__
Xanthomonas campestris pv. campestris	GCF_021777455.1	Unreference	Complete Genome	340	no rank	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris;t__
Xanthomonas euvesicatoria	GCF_017724035.1	Represent	Complete Genome	456327	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas euvesicatoria;t__
Xanthomonas fragariae	GCF_900183975.1	Represent	Complete Genome	48664	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas fragariae;t__
Xanthomonas vesicatoria	GCF_001908725.1	Represent	Complete Genome	56460	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas vesicatoria;t__
Xanthomonas oryzae	GCF_001021915.1	Represent	Complete Genome	347	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae;t__
Xanthomonas oryzae pv. oryzicola	GCF_001021915.1	Represent	Complete Genome	129394	no rank	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae;t__
Xanthomonas oryzae pv. oryzae	GCF_022409615.1	Unreference	Complete Genome	64187	no rank	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae;t__
Xylella fastidiosa	GCF_000007245.1	Represent	Complete Genome	2371	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa;t__
Yersinia pestis	GCF_000222975.1	Represent	Complete Genome	632	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis;t__
Yersinia enterocolitica	GCF_016727905.1	Unreference	Complete Genome	630	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia enterocolitica;t__
Yersinia intermedia	GCF_009730055.1	Represent	Complete Genome	631	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia intermedia;t__
Yersinia bercovieri	GCF_013282745.1	Unreference	Chromosome	634	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia bercovieri;t__
Yersinia kristensenii	GCF_013282785.1	Unreference	Complete Genome	28152	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia kristensenii;t__
Yersinia frederiksenii	GCF_002591195.1	Unreference	Complete Genome	29484	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia frederiksenii;t__
Yersinia mollaretii	GCF_013282725.1	Represent	Complete Genome	33060	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia mollaretii;t__
Yersinia aleksiciae	GCF_001047675.1	Unreference	Complete Genome	263819	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia aleksiciae;t__
Yersinia pseudotuberculosis	GCF_000834295.1	Represent	Complete Genome	633	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pseudotuberculosis;t__
