virus_name	viral_acc	virus_taxid	virus_lineage	evidence	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Acinetobacter phage Petty	NC_023570	1406779	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Pettyvirus;s__Acinetobacter virus Petty;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage phiAB1	NC_028675	691318	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus phiAB1;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage phiAB6	NC_031086	1698439	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus phiAB6;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage phiAC-1	NC_028995	1229760	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Acinetobacter phage phiAC-1;t__	Literature, NCBI Virus, RefSeq	Acinetobacter soli	487316	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter soli;t__	species	Acinetobacter soli	['GCF_018139125.1']	GCF_018139125.1	Represent	Complete Genome	487316	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter soli;t__
Acinetobacter phage Presley	NC_023581	1406780	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Schitoviridae;g__Presleyvirus;s__Acinetobacter virus Presley;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage SH-Ab 15519	NC_041905	1916127	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus SH-Ab 15519;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage SWH-Ab-1	NC_047896	2053604	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus SWHAb1;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage SWH-Ab-3	NC_047883	2059857	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus SWHAb3;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM-IME-AB2	NC_041857	1243183	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Obolenskvirus;s__Acinetobacter virus AB2;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Acibel004	NC_025462	1481186	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Saclayvirus;s__Acinetobacter phage vB_AbaM_Acibel004;t__	NCBI Virus, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Apostate	NC_049491	2686308	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus Apostate;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_B09_Aci01-1	NC_048074	2315466	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Saclayvirus;s__Acinetobacter virus Aci01-1;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_B09_Aci02-2	NC_048075	2315467	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Saclayvirus;s__Acinetobacter virus Aci02-2;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_B09_Aci05	NC_048080	2315458	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Saclayvirus;s__Acinetobacter virus Aci05;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Berthold	NC_049490	2686290	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus Berthold;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Kimel	NC_049492	2686303	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus Kimel;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Konradin	NC_049479	2666257	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus Konradin;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Lazarus	NC_049493	2686289	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus Lazarus;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_ME3	NC_041884	1837876	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Metrivirus;s__Acinetobacter virus ME3;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_phiAbaA1	NC_031280	1605379	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Saclayvirus;s__Acinetobacter phage vB_AbaM_phiAbaA1;t__	NCBI Virus, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_PhT2	NC_049494	2690230	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Hadassahvirus;s__Acinetobacter virus PhT2;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_46-62_Aci07	NC_048076	2315468	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus Aci07;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_Acibel007	NC_025457	1481187	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Daemvirus;s__Acinetobacter virus Acibel007;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_AS11	NC_041915	1932886	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus AS11;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_AS12	NC_041914	1932885	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus AS12;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B09_Aci08	NC_048081	2315601	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus Aci08;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B1	NC_042003	2016049	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B1;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B1	NC_042003	2016049	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B1;t__	Literature	Acinetobacter baumannii NIPH 2061	1217645	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__Acinetobacter baumannii NIPH 2061	strain	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B3	NC_042004	2016050	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B3;t__	Literature	Acinetobacter nosocomialis	106654	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis;t__	species	Acinetobacter nosocomialis	['GCF_005281455.1']	GCF_005281455.1	Represent	Complete Genome	106654	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis;t__
Acinetobacter phage vB_AbaP_B3	NC_042004	2016050	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B3;t__	Literature	Acinetobacter baumannii NIPH 2061	1217645	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__Acinetobacter baumannii NIPH 2061	strain	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B5	NC_042005	2678937	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B5;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B5	NC_042005	2678937	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B5;t__	Literature, RefSeq	Acinetobacter baumannii NIPH 2061	1217645	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__Acinetobacter baumannii NIPH 2061	strain	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_D2	NC_042124	2126803	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus D2;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_PD-6A3	NC_028684	1701807	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus PD6A3;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_PD-6A3	NC_028684	1701807	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus PD6A3;t__	Literature	Staphylococcus aureus	1280	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
