viral.accn,Virus.name,Reported.host.name,Host.accn,Matched.RefSeq.name,Host.taxid,Domain,Phylum,Class,Order,Family,Genus,Species,
NC_030695,Gordonia phage KatherineG,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_041950,Gordonia phage Katyusha,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031233,Gordonia phage Kita,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030914,Gordonia phage Kvothe,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_042045,Gordonia phage Lennon,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031267,Gordonia phage Lucky10,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_042089,Gordonia phage Mahdia,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030924,Gordonia phage Monty,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031004,Gordonia phage Nyceirae,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031061,Gordonia phage Nymphadora,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031237,Gordonia phage Obliviate,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030917,Gordonia phage OneUp,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030915,Gordonia phage Orchid,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031112,Gordonia phage Phinally,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031031,Gordonia phage Remus,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030694,Gordonia phage Rosalind,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031255,Gordonia phage Schnabeltier,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030696,Gordonia phage Smoothie,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031251,Gordonia phage SoilAssassin,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030698,Gordonia phage Soups,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_042132,Gordonia phage Sour,Gordonia terrae NRRL B-16283,GCF_003183825.1,Gordonia terrae strain=NRRL B-16283,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030927,Gordonia phage Splinter,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_041886,Gordonia phage Strosahl,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031001,Gordonia phage Terapin,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_042102,Gordonia phage Troje,Gordonia terrea 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031052,Gordonia phage Twister6,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031249,Gordonia phage UmaThurman,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030911,Gordonia phage Vendetta,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031239,Gordonia phage Vivi2,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030913,Gordonia phage Wizard,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_030905,Gordonia phage Woes,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031269,Gordonia phage Yeezy,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031230,Gordonia phage Yvonnetastic,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_031097,Gordonia phage Zirinka,Gordonia terrae 3612,GCF_001698225.1,Gordonia terrae strain=3612,2055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,
NC_023592,Haloarcula hispanica pleomorphic virus 2,Haloarcula hispanica ATCC 33960,GCF_000223905.1,Haloarcula hispanica ATCC 33960 strain=CGMCC 1.2049,634497,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,
NC_020998,Haloarcula hispanica virus PH1,Haloarcula hispanica ATCC 33960,GCF_000223905.1,Haloarcula hispanica ATCC 33960 strain=CGMCC 1.2049,634497,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,
NC_012558,Halorubrum pleomorphic virus 1,Halorubrum sp. PV6,GCF_003990725.1,Halorubrum sp. PV6 strain=PV6,634157,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. PV6,
NC_016568,Helicobacter phage phiHP33,Helicobacter pylori B45,GCF_003639785.1,Helicobacter pylori strain=B455,210,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,
NC_028664,Klebsiella phage Kp2,Klebsiella pneumoniae W15,GCF_009184445.1,Klebsiella pneumoniae strain=EW158,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
NC_029099,Klebsiella phage KP36,Klebsiella pneumoniae KP36,GCF_001750805.1,Klebsiella pneumoniae strain=KP36,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
NC_031246,Klebsiella phage KpV71,Klebsiella pneumoniae B-7850,GCF_001720635.1,Klebsiella pneumoniae strain=SCPM-O-B-7850,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
NC_031053,Klebsiella phage PKP126,Klebsiella pneumoniae KCTC 2242,GCF_000220485.1,Klebsiella pneumoniae KCTC 2242 strain=KCTC 2242,1049565,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
NC_031087,Klebsiella phage vB_KpnM_KpV477,Klebsiella pneumoniae KPB463,GCF_008274195.1,Klebsiella pneumoniae strain=SCPM-O-B-7848 (KPB463-13),573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
NC_004112,Lactobacillus phage A2,Lactobacillus casei ATCC 393,GCF_000829055.1,Lactobacillus casei subsp. casei ATCC 393 strain=ATCC 393,219334,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei,
NC_022762,Lactobacillus phage phiLdb,Lactobacillus delbrueckii ATCC 11842,GCF_000056065.1,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002 strain=ATCC 11842,390333,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,
NC_031036,Lactobacillus phage PLE2,Lactobacillus casei BL23,GCF_000026485.1,Lactobacillus casei BL23 strain=BL23,543734,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei,
NC_031125,Lactobacillus phage PLE3,Lactobacillus casei BL23,GCF_000026485.1,Lactobacillus casei BL23 strain=BL23,543734,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei,
NC_019916,Lactobacillus virus ATCC8014,Lactobacillus plantarum ATCC 8014,GCF_002749655.1,Lactobacillus plantarum strain=ATCC 8014,1590,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,
NC_031040,Lactococcus phage 50101,Lactococcus lactis 3107,GCF_003394085.1,Lactococcus lactis subsp. cremoris strain=3107,1359,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_031017,Lactococcus phage 63301,Lactococcus lactis 3107,GCF_003394085.1,Lactococcus lactis subsp. cremoris strain=3107,1359,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_015263,Lactococcus phage 949,Lactococcus lactis strain ML8,GCF_001456795.1,Lactococcus lactis subsp. lactis strain=ML8,1360,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_002666,Lactococcus phage bIL285,Lactococcus lactis subsp. lactis IL1403,GCF_000006865.1,Lactococcus lactis subsp. lactis Il1403 strain=IL1403,272623,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_002667,Lactococcus phage bIL286,Lactococcus lactis subsp. lactis Il1403,GCF_000006865.1,Lactococcus lactis subsp. lactis Il1403 strain=IL1403,272623,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_002668,Lactococcus phage bIL309,Lactococcus lactis subsp. lactis Il1403,GCF_000006865.1,Lactococcus lactis subsp. lactis Il1403 strain=IL1403,272623,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_002669,Lactococcus phage bIL310,Lactococcus lactis subsp. lactis Il1403,GCF_000006865.1,Lactococcus lactis subsp. lactis Il1403 strain=IL1403,272623,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_002670,Lactococcus phage bIL311,Lactococcus lactis subsp. lactis Il1403,GCF_000006865.1,Lactococcus lactis subsp. lactis Il1403 strain=IL1403,272623,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_002671,Lactococcus phage bIL312,Lactococcus lactis subsp. lactis Il1403,GCF_000006865.1,Lactococcus lactis subsp. lactis Il1403 strain=IL1403,272623,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_023574,Lactococcus phage phiL47,Lactococcus lactis subsp. cremoris DPC6860,GCF_001005455.1,Lactococcus lactis subsp. cremoris strain=DPC6860,1359,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_031016,Lactococcus phage PLgT-1,Lactococcus garvieae Lg2,GCF_000269945.1,Lactococcus garvieae Lg2 strain=Lg2,420890,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae,
NC_008363,Lactococcus virus P008,Lactococcus lactis subsp. lactis Il1403,GCF_000006865.1,Lactococcus lactis subsp. lactis Il1403 strain=IL1403,272623,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_042024,Lactococcus virus P2,Lactococcus lactis subsp. cremoris MG1363,GCF_000009425.1,Lactococcus lactis subsp. cremoris MG1363 strain=MG1363,416870,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,
NC_020880,Leuconostoc phage P793,Leuconostoc pseudomesenteroides BM2,GCF_002092535.1,Leuconostoc pseudomesenteroides strain=BM2,33968,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc pseudomesenteroides,
NC_024390,Leuconostoc phage phiLN03,Leuconostoc pseudomesenteroides LN02,GCF_002092555.1,Leuconostoc pseudomesenteroides strain=LN02,33968,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc pseudomesenteroides,
NC_020870,Leuconostoc phage phiLN04,Leuconostoc pseudomesenteroides LN02,GCF_002092555.1,Leuconostoc pseudomesenteroides strain=LN02,33968,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc pseudomesenteroides,
NC_024385,Leuconostoc phage phiLN12,Leuconostoc pseudomesenteroides LN02,GCF_002092555.1,Leuconostoc pseudomesenteroides strain=LN02,33968,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc pseudomesenteroides,
NC_024386,Leuconostoc phage phiLN25,Leuconostoc mesenteroides LN25,GCF_002092735.1,Leuconostoc mesenteroides subsp. mesenteroides strain=LN25,33967,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides,
NC_024388,Leuconostoc phage phiLN34,Leuconostoc mesenteroides LN05,GCF_002092565.1,Leuconostoc mesenteroides subsp. mesenteroides strain=LN05,33967,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides,
NC_024380,Leuconostoc phage phiLN6B,Leuconostoc pseudomesenteroides LN02,GCF_002092555.1,Leuconostoc pseudomesenteroides strain=LN02,33968,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc pseudomesenteroides,
NC_024389,Leuconostoc phage phiLNTR2,Leuconostoc mesenteroides LN05,GCF_002092565.1,Leuconostoc mesenteroides subsp. mesenteroides strain=LN05,33967,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides,
NC_024378,Leuconostoc phage phiLNTR3,Leuconostoc mesenteroides LN05,GCF_002092565.1,Leuconostoc mesenteroides subsp. mesenteroides strain=LN05,33967,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides,
NC_028766,Mannheimia phage vB_MhM_3927AP2,Mannheimia haemolytica 3927A,GCF_001596735.1,Mannheimia haemolytica strain=3927A,75985,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,
NC_028898,Mannheimia phage vB_MhM_587AP1,Mannheimia haemolytica 587A serotype A2,GCF_001596675.1,Mannheimia haemolytica strain=587A,75985,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,
NC_028853,Mannheimia phage vB_MhS_535AP2,Mannheimia haemolytica 535A serotype A1,GCF_001596665.1,Mannheimia haemolytica strain=535A,75985,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,
NC_028743,Mannheimia phage vB_MhS_587AP2,Mannheimia haemolytica 587A serotype A2,GCF_001596675.1,Mannheimia haemolytica strain=587A,75985,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,
NC_042099,Microbacterium phage Dismas,Microbacterium foliorum NRRL B-24224,GCF_003367705.1,Microbacterium foliorum strain=NRRL B-24224,104336,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum,
NC_042117,Microbacterium phage Golden,Microbacterium foliorum NRRL B-24224 SEA,GCF_003367705.1,Microbacterium foliorum strain=NRRL B-24224,104336,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum,
NC_042110,Microbacterium phage Hamlet,Microbacterium foliorum NRRL B-24224 SEA,GCF_003367705.1,Microbacterium foliorum strain=NRRL B-24224,104336,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum,
NC_042111,Microbacterium phage Ilzat,Microbacterium foliorum NRRL B-24224 SEA,GCF_003367705.1,Microbacterium foliorum strain=NRRL B-24224,104336,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum,
NC_042118,Microbacterium phage Koji,Microbacterium foliorum NRRL B-24224 SEA,GCF_003367705.1,Microbacterium foliorum strain=NRRL B-24224,104336,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum,
NC_042119,Microbacterium phage Pikmin,Microbacterium foliorum NRRL B-24224 SEA,GCF_003367705.1,Microbacterium foliorum strain=NRRL B-24224,104336,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum,
NC_023597,Mycobacterium phage 20ES,Mycobacterium smegmatis mc2155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028920,Mycobacterium phage Abrogate,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022328,Mycobacterium phage Adawi,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022058,Mycobacterium phage Adzzy,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023723,Mycobacterium phage Aeneas,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023742,Mycobacterium phage Akoma,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028986,Mycobacterium phage Alice,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023862,Mycobacterium phage Alsfro,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_026583,Mycobacterium phage Alvin,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_012788,Mycobacterium phage Angel,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
